# NUMBER_1   ALPHA_SKY_1          DELTA_SKY_1           X_IMAGE_1    Y_IMAGE_1    XWIN_IMAGE_1         YWIN_IMAGE_1         XMODEL_IMAGE_1       YMODEL_IMAGE_1       FLUX_AUTO_1   FLUX_MODEL_1   FLUXERR_AUTO_1   FLUXERR_MODEL_1   MAG_AUTO_1   MAG_MODEL_1   MAGERR_AUTO_1   MAGERR_MODEL_1   FLUX_RADIUS_1   FLAGS_1   NITER_MODEL_1   NUMBER_2   ALPHA_SKY_2          DELTA_SKY_2           X_IMAGE_2    Y_IMAGE_2    XWIN_IMAGE_2         YWIN_IMAGE_2         XMODEL_IMAGE_2       YMODEL_IMAGE_2       FLUX_AUTO_2   FLUX_MODEL_2   FLUXERR_AUTO_2   FLUXERR_MODEL_2   MAG_AUTO_2   MAG_MODEL_2   MAGERR_AUTO_2   MAGERR_MODEL_2   FLUX_RADIUS_2   FLAGS_2   NITER_MODEL_2   Separation            
  261        244.25112133688773   -22.97026097411109    663.22266    419.53403    663.2131952558873    419.3448472489089    663.1943087130785    419.3965067267418    954.6933      916.1984       43.949715        56.571922         16.232641    16.277327     0.049994476     0.06705655       4.0005217       0         58              266        244.25112746437685   -22.970433199013584   659.84814    417.5812     659.7826199571075    418.2141136627669    659.7249040305614    418.1805693358183    2296.9438     2244.8384      84.05409         116.79854         15.273624    15.298537     0.039740957     0.056504384      5.7830043       1         43              0.6203422074780011    
  262        244.22180894959445   -22.967785308151363   1013.01215   446.01172    1013.0118857632219   446.0085959409992    1013.0590674355626   446.5218118429184    212.21863     75.734245      13.546167        221.01886         17.865341    18.98407      0.06932067      3.1693256        0.41189432      0         39              253        244.22153426546555   -22.967796117209247   1012.97766   446.00598    1012.9804047518201   446.0057798743803    1012.7128578424454   446.18899758160114   215.78018     210.16681      15.341704        614.38806         17.84147     17.87009      0.07721326      3.1747422        0.41753587      0         47              0.9113012923576036    
  264        244.27451985477728   -22.97150441061703    384.16135    407.8314     384.108070059453     407.75840186299695   384.1212760210037    407.7567323297262    1612.495      1586.762       57.359653        66.65807          15.663554    15.681021     0.03863118      0.04562163       4.368351        2         52              267        244.27474786225113   -22.971402017119164   378.2337     409.54257    380.3438406405442    408.01960792166994   380.8459415435791    407.8806505203247    7144.36       6680.2334      122.92484        217.84091         14.041592    14.114521     0.018685563     0.035414215      7.68613         3         34              0.840840864385925     
  265        244.2423075199913    -22.968789761239183   768.54755    436.90918    768.3917328664908    436.12009216743866   768.4737004637718    436.2697674036026    2752.8474     2432.9583      89.948           78.87182          15.082846    15.216964     0.03548454      0.035206027      5.9460363       0         47              250        244.24234951479707   -22.968721686417467   764.78613    438.04526    764.6273851111363    437.6995196874901    764.7717619687319    437.6426952779293    6984.744      6817.1987      108.67747        135.2411          14.066124    14.092485     0.01689736      0.02154431       7.1965857       3         36              0.2818409577450942    
  266        244.29022942783385   -22.97121735365924    197.03024    414.46872    196.24780027119948   414.5060323274391    196.57178670167923   414.49714985489845   1353.3014     1827.3264      74.049644        413.3921          15.853814    15.5277605    0.059423506     0.24568342       6.4891105       3         46              263        244.29035056447526   -22.971317746489998   192.36018    413.5794     192.2807567165698    413.6092949746556    192.37867683172226   413.60810831189156   3734.7063     3673.9502      103.60334        118.00446         14.745859    14.763667     0.030126393     0.034881487      5.8477325       3         36              0.5402134684155127    
  269        244.2264743415288    -22.970255433987145   956.90875    414.93372    956.8732441351818    414.9423543434209    956.8178847879171    414.9893603278324    84.42284      33.681313      12.116562        134.67583         18.86615     19.863829     0.15586525      4.3424063        0.3956437       0         22              272        244.22618889865444   -22.97026053430547    957.0035     415.01736    957.003307312142     415.0123815784496    956.8740451335907    415.2652400434017    86.681404     128.03949      14.571016        66.81129          18.831686    18.40814      0.182555        0.5666772        0.4197133       0         25              0.9462920306373612    
  270        244.2455887045103    -22.968593103893717   729.49       440.0749     729.5129634082471    440.16214713978314   729.5103884339333    440.2420256435871    424.69968     401.03003      40.014977        52.09583          17.112095    17.174358     0.10232234      0.1410769        3.1833892       0         49              256        244.24550458550496   -22.968636215873186   727.21387    439.75696    727.4078600893963    439.4405343962778    728.646203994751     438.2354257106781    791.9612      1069.0769      58.737858        103.66327         16.42974     16.103977     0.080546014     0.10530422       4.0946198       3         244             0.3191057709871353    
  271        244.30206087514662   -22.97150241076201    55.993866    412.9672     56.001423420898284   412.9629081906047    56.0438048876822     412.9197805598378    75.73555      26.088055      11.462673        19.08578          18.98405     20.141197     0.1643675       0.79450756       0.3884833       0         74              274        244.30179209685056   -22.971529671268986   56.002235    412.98508    56.001836458412384   412.97667766968345   56.040611661970615   412.96640599146485   95.9139       34.18016       14.6274805       18.26855          18.721796    19.842066     0.1656219       0.5804433        0.41753414      0         79              0.8962591662091555    
  272        244.22981006935004   -22.970873521486094   917.0337     407.56973    917.504335697187     407.99562571141837   917.4295164346695    407.91248793900013   644.2352      601.88275      51.43687         55.193657         16.659689    16.73352      0.08670814      0.09958802       4.4389477       2         67              273        244.22979087117298   -22.970868452556154   913.9619     407.847      914.0893848239833    407.99118117127335   914.0877261459827    408.0152667146176    2156.94       2137.3462      67.77686         78.259315         15.341906    15.351813     0.034125045     0.039764084      5.132139        0         33              0.06619781315825142   
  273        244.23621498292823   -22.971200242011506   840.6481     404.55847    840.7225665472371    404.5350694135089    840.6909402608871    404.534421980381     2571.057      2436.4897      69.17796         60.96156          15.1570215   15.215389     0.029220384     0.02717198       4.19966         0         46              270        244.2362128784669    -22.971216907791046   837.37726    404.57645    837.4812604962998    404.49530251182125   837.4602492749691    404.4948399066925    7813.226      7735.7827      91.430046        92.51158          13.944425    13.955239     0.012708327     0.012987384      5.2168508       3         33              0.06040092224643399   
  274        244.24513334888277   -22.971427491924633   734.334      403.3066     734.4109769193952    403.4299660096866    734.3701604008675    403.3890559375286    1572.4108     1592.1335      48.30206         50.148567         15.690886    15.677352     0.03336026      0.034206517      3.7040358       0         40              275        244.24513447203984   -22.971440320081758   731.03906    403.4005     731.0864777639572    403.5119387544117    731.0464604049921    403.4838931262493    5707.075      5755.3716      76.09233         83.893326         14.285466    14.276317     0.0144796185    0.015830107      4.6130934       2         37              0.04633116890850809   
  275        244.24822709846808   -22.97131986207319    697.4923     405.284      697.2285000968699    405.3775638026455    697.3610258102417    405.28847685456276   972.40924     981.5316       47.17993         50.985588         16.212677    16.20254      0.052691195     0.05641219       4.148752        0         75              282        244.2482729892379    -22.971417210894494   693.65173    404.30136    694.1608913765386    404.2011219674546    694.0138687882572    404.261426538229     3069.509      3027.6287      75.33411         83.30125          14.958828    14.973743     0.026653396     0.029879872      5.17053         0         75              0.38204114177385323   
  276        244.23813102776694   -22.971508054046854   817.7539     400.93826    818.4344177486386    401.1279227936525    817.8534035235643    400.82335951924324   1172.157      1779.4125      71.20156         448.15195         16.009836    15.556609     0.06596804      0.27351332       5.890199        2         19              269        244.23802131885083   -22.971349780096766   815.8038     403.20523    815.4257826823849    402.0283140996237    815.3678812980652    402.2766829133034    4482.521      4399.3857      126.09743        146.04805         14.547694    14.56802      0.030550176     0.036052346      7.5284514       3         74              0.6759324939289733    
  277        244.22141112399797   -22.970708076754796   1017.1463    408.1098     1017.017808027128    408.0108999197173    1017.1717727780342   408.05594116076827   67.856125     59.64894       10.775849        16.429367         19.103329    19.243294     0.17246155      0.2991217        0.5583287       0         93              277        244.22114191793494   -22.9707229349946     1017.036     408.05667    1017.0111584902774   408.0349482648671    1017.129967302084    408.21815137565136   65.50678      233.97156      11.143392        171.85071         19.135784    17.753593     0.18474         0.79766047       0.47109583      0         37              0.8938949986996411    
  279        244.28284205598726   -22.97204049755155    284.88913    402.44397    284.6090641918175    402.4072165036059    284.6173730790615    402.40210700035095   737.7539      760.23975      49.751865        54.275517         16.512522    16.479923     0.07323652      0.077532396      3.6933732       0         39              278        244.28293748016782   -22.972076530468847   280.52426    402.36322    280.3597105316028    402.1262697650045    280.4873484969139    402.0876535400748    1536.5107     1572.7802      78.011           93.92973          15.710161    15.684831     0.05513788      0.0648582        5.1687007       0         53              0.3418512726871859    
  281        244.26276421212873   -22.97854912884211    522.8011     314.45966    521.374151541532     315.0944151103577    521.5639009475708    314.97965437173843   27728.533     143411.7       119.94978        35428.98          12.574984    10.790839     0.0046978854    0.26828963       8.261282        3         25              177        244.26283831064316   -22.978515410920167   518.6527     315.23203    519.1700315380867    315.93316980312176   519.0513695329428    316.11262834072113   199940.2      635314.1       269.31512        65271.03          10.42425     9.169029      0.0014628185    0.11157369       14.311841       3         50              0.2739482815762854    
  282        244.28684975641772   -22.972341634624883   237.07443    399.2914     237.2081564770061    399.40126885848497   237.21946984529495   399.42754912376404   1364.7134     1302.4363      61.817146        64.01021          15.844697    15.89541      0.049192324     0.053373117      4.1687403       0         48              279        244.28685154206693   -22.972362257780517   233.8338     399.4042     233.8811873127816    399.3918866937564    233.8726009875536    399.38783916831017   4363.563      4355.9956      75.2503          74.8701           14.576898    14.578782     0.018728232     0.01866598       4.9285965       0         36              0.07447889303432044   
  283        244.28175284295844   -22.97220085882178    297.8353     400.166      297.85509513677624   400.0844028650175    297.6828071773052    400.43964648246765   46.759666     24.442259      9.923951         16.753456         19.507622    20.211946     0.2304852       0.7443769        0.427077        0         45              281        244.28146950776167   -22.97223773126813    297.98053    400.0        298.0033516373292    400.0318199755285    297.9765117391944    399.9057667478919    37.901123     25.096554      8.507641         23.492207         19.72987     20.177465     0.24377373      1.0165753        0.38963458      0         97              0.948449107890126     
  284        244.2759726849239    -22.973056551488266   366.53555    388.01483    366.64687954251343   387.90488054385156   366.640943557024     387.87820698320866   2327.0933     2156.215       70.4057          58.824776         15.265266    15.34807      0.032856695     0.029627705      4.3532515       0         50              283        244.27599491095742   -22.973114501169285   363.02417    387.61896    362.9308820780486    387.6592536724754    362.9337284192443    387.6561160683632    6603.6216     6298.4023      104.35411        106.31629         14.127045    14.178424     0.017161578     0.018331552      5.5740237       3         38              0.22124365470371776   
  285        244.2731058011813    -22.97331851787954    400.6426     384.0894     399.427442880879     384.91968556160975   399.3097199201584    384.95231318473816   8485.654      8213.957       83.91219         132.43523         13.860587    13.89592      0.010739141     0.017509788      5.551179        0         30              268        244.27316879650363   -22.973304339505912   396.65497    384.62695    395.86237443841253   385.1277584801369    395.93763184547424   385.07847286760807   42607.598     41622.99       135.49715        195.1271          12.102782    12.128167     0.003453607     0.00509113       5.9369364       3         46              0.2149445875509867    
  286        244.24506069267724   -22.973027518834378   734.87115    382.58557    734.869632209016     382.5455999326951    734.8266731351614    382.5693942606449    749.1897      737.993        37.72805         45.412773         16.495821    16.51217      0.054689303     0.066827565      3.3699245       0         36              276        244.2450353060908    -22.973021394426492   731.89105    382.9222     731.8413139144466    382.982424492107     731.8356565386057    383.00060604448663   2702.3794     2687.8862      68.01096         78.88969          15.097135    15.102973     0.027331434     0.03187419       4.710453        3         46              0.08698394257364665   
  290        244.2990926074912    -22.97399776762761    90.86213     380.12473    90.90521534378642    380.1105452667205    90.7582090049982     380.2297196537256    50.173355     26.107819      10.296982        16.585096         19.431118    20.140373     0.22287771      0.68988585       0.38043898      0         62              292        244.2988125911496    -22.97403675227232    90.98953     379.98462    90.99874107430321    379.9940937388659    90.97369325533509    379.9303892403841    91.66087      278.07275      17.51956         80.55572          18.77104     17.566105     0.20757212      0.31460655       0.58794093      0         31              0.9386528440884001    
  291        244.28486309610622   -22.97426927880514    260.3575     373.975      260.4636608370883    373.93539532328987   260.40661868453026   373.8434248417616    609.66223     587.08954      53.427658        52.113968         16.719578    16.76054      0.095171444     0.096400574      3.9061255       0         47              298        244.2848561776602    -22.974295010284926   257.21042    374.01782    257.2801537473851    374.01285209564645   257.30670315027237   374.05352384597063   1020.7884     1009.89417     55.737778        64.46096          16.154161    16.165812     0.059298508     0.06931875       4.3720107       0         50              0.09542932683893439   
  293        244.24129108743435   -22.973623761396688   779.665      374.15588    780.7518495740915    374.89153969778107   778.6586574316025    373.6560306251049    1468.3885     969.00494      41.950417        62.970997         15.765198    16.216486     0.031025952     0.07057395       2.2072027       0         53              291        244.24132083550802   -22.973652093671525   776.0129     374.0476     776.0291515760551    373.90747933466076   776.0864996686578    373.80361826717854   2973.2942     3172.9067      61.12737         108.09862         14.993405    14.922857     0.02232686      0.03699923       4.4541616       3         51              0.14186250884085402   
  294        244.24391232535825   -22.969022980015794   749.37714    434.19455    749.3631618111652    434.6238261785216    749.3843541741371    434.9020973443985    554.3413      647.973        56.245663        136.73112         16.822857    16.653408     0.110189855     0.22916077       4.332075        0         64              251        244.24393290232982   -22.96905333897919    745.85223    434.0577     745.8206885674341    434.65144271336754   745.8687451034784    434.5315238237381    2104.8032     3134.7312      91.13465         502.7736          15.368471    14.936        0.047022082     0.17418148       6.081278        3         27              0.12882771411721758   
  295        244.24295391813664   -22.97406625643786    759.7608     368.74393    760.4989999512132    369.3862411695075    759.969591582194     368.9696978684515    2058.9128     1953.4854      61.978397        63.456127         15.398206    15.455276     0.0326913       0.03527713       5.5389524       2         77              289        244.24280497877265   -22.974017795756673   758.2549     369.6005     758.8354030294566    369.9803686964144    758.9670093655586    369.9043182954192    6007.2534     6021.918       99.65105         138.51765         14.229811    14.227163     0.01801506      0.024980443      6.4027147       3         41              0.5235730809824277    
  296        244.24441044119186   -22.97415884695685    742.38684    367.82114    742.4211083409994    367.8526034463609    742.3002976775169    367.7118849158287    548.1638      536.1909       34.74534         42.73787          16.835024    16.859001     0.06883606      0.086561196      3.3153644       2         46              288        244.24438297961711   -22.97415631931018    739.42615    368.11096    739.3939168421392    368.0789273255387    739.4090185463428    368.05032174661756   1037.1451     1023.3374      51.844284        71.52322          16.136902    16.151453     0.054286417     0.075902835      4.082107        3         68              0.09147378136649899   
  297        244.28778497365644   -22.974675031373366   225.4605     369.2664     225.94089517700922   370.1128760722428    225.70475190877914   369.9088907837868    537.1077      555.1651       59.10417         80.46096          16.857147    16.821245     0.11950513      0.1573957        4.80432         2         44              299        244.28779912537442   -22.97469070186215    222.06787    369.4523     222.08027463249385   369.5430593780908    222.06693328171968   369.5010434985161    1066.5808     1041.3319      49.868603        54.490067         16.106516    16.132528     0.05077656      0.056827426      4.2060046       0         45              0.07336614648282777   
  298        244.2768354171262    -22.97448835959401    355.96573    369.64545    356.3954668007279    369.5963476188981    356.22566552460194   369.61695152521133   612.4289      681.22516      54.5241          115.16689         16.71466     16.599073     0.0966858       0.18359752       3.9831243       0         38              312        244.27684671154915   -22.974535645840646   352.58374    369.3904     353.13722632757907   369.40357171583196   353.1661146581173    369.62535214424133   2225.346      3335.3606      98.465866        359.93854         15.308006    14.868644     0.04805272      0.1171967        5.819278        3         54              0.17429795542465548   
  299        244.23454638902388   -22.97376994799822    860.00024    370.985      859.9998832456638    370.9849497805633    859.308336853981     366.2497787475586    175.03813     1291.1761      13.298844        2061.1396         18.074469    15.904837     0.08251085      1.7336113        0.40827924      0         74              296        244.23427189368343   -22.973786342468216   859.9642     370.95374    859.969774352965     370.9725706376976    859.7764398902655    370.553477615118     203.78651     405.7327       15.271744        584.8982          17.903563    17.155901     0.08138475      1.5655614        0.43015003      3         43              0.9117164105493444    
  300        244.23930163691423   -22.974426869633525   803.20465    363.3853     803.0622813441479    363.4610810666115    803.0688922181726    363.4415882527828    3799.1519     3597.9856      73.90874         75.116196         14.733084    14.792152     0.021127054     0.022672739      4.637019        2         29              311        244.23928064599585   -22.97443387296108    800.1559     363.53903    800.1076491568448    363.6266848636995    800.0751573368907    363.64077323675156   13904.86      12648.145      132.91907        137.19264         13.3185835   13.421433     0.01038127      0.011779689      6.461059        3         35              0.07400053990989913   
  301        244.23765242862285   -22.97477770093663    822.78314    358.53226    822.8127549735804    358.47051443713855   822.791469052434     358.4095982313156    1307.272      1273.6903      62.51536         73.71614          15.891386    15.919641     0.051933862     0.06285337       4.8201          2         34              286        244.23766750716362   -22.97478514884202    819.3009     358.6831     818.9661102043202    358.6282385216841    818.7410599887371    358.58544716238976   1989.0831     2106.808       63.330196        89.14619          15.429868    15.367438     0.034577034     0.04595234       4.700973        3         50              0.05671503117891871   
  305        244.27523874399154   -22.975144298103384   374.85767    360.85852    374.7169875135852    360.7279668157154    374.46065270900726   360.70337626338005   923.59753     909.7384       65.97524         68.86316          16.268593    16.28501      0.07757612      0.08220538       4.188774        2         70              285        244.27548703495864   -22.975210871702526   368.64365    360.39542    369.49972433432396   360.4501834190335    368.73666375875473   360.39869660139084   2843.7651     2878.7942      96.33828         94.78221          15.041766    15.028474     0.03679044      0.03575576       5.770335        3         63              0.8571307465709115    
  307        244.23481125203955   -22.974766261484643   856.63885    358.14117    856.5346391571902    358.1563299481523    856.4867267608643    358.17424115538597   1625.8939     1524.6271      63.84358         58.936867         15.65457     15.724392     0.042643696     0.041981045      4.2141075       0         55              297        244.23479617485185   -22.97477618387627    853.5108     358.24612    853.4728403966554    358.21240247011366   853.4797683358192    358.2706184089184    5048.405      5008.172       88.68898         93.64478          14.418615    14.427302     0.019078547     0.020306459      5.421068        2         42              0.06142638603353007   
  308        244.23041942775015   -22.97448000881348    909.02765    361.0111     909.0133782060018    361.01100447895874   909.1156652122736    361.0188071709126    122.44102     61.95132       12.940902        51.579937         18.462482    19.202173     0.11478032      0.9041908        0.4545281       0         40              300        244.2301420625382    -22.974494482644623   909.01733    360.99362    909.0129435647596    360.99549495999094   906.3311223983765    359.8668895959854    105.396706    1521.3506      17.048214        8368.554          18.619432    15.720927     0.17566356      5.9738035        0.4496259       0         85              0.9207867936139144    
  309        244.22738042635743   -22.97489341569221    945.15265    355.0824     945.6358057720636    353.8660970114092    945.6085531115532    353.5371627807617    314.85236     343.08997      40.63148         35.31214          17.437033    17.34378      0.14014755      0.1117753        3.448064        0         67              303        244.22740459356524   -22.97496067772945    941.5328     354.43213    942.1822479478107    354.2386354456484    941.9095215722919    354.29979395866394   787.52856     1161.7988      74.0494          324.89627         16.435835    16.013674     0.10211395      0.30369917       5.051638        2         48              0.2550480303326101    
  310        244.27958051515574   -22.97508462987405    323.13638    362.44012    323.11829946043576   362.5672120775608    323.1025485098362    362.5627804994583    8095.176      7910.2974      74.59247         78.687004         13.911735    13.936818     0.010006876     0.010802892      4.34467         0         46              293        244.2795834142708    -22.975104074136517   319.86267    362.55258    319.84518754376745   362.79378800986063   319.8460399657488    362.7768919467926    45999.81      45438.203      131.33905        159.109           12.01961     12.032948     0.0031007566    0.0038027994     5.375528        0         47              0.07065578130540187   
  312        244.28433182581762   -22.976167788680478   266.30453    349.30597    266.3056240835237    349.0425209307615    266.3278070986271    349.0885164812207    457.03946     411.99994      44.200066        45.409916         17.032415    17.145058     0.105026536     0.11969703       3.609189        0         58              309        244.2843542501703    -22.9762303112884     262.79364    348.87997    263.19803940236795   349.02024692287586   263.1973480582237    348.96393850818276   660.2398      668.1298       54.73071         57.79629          16.627247    16.614347     0.09002418      0.093943976      4.171469        0         68              0.23703498819696914   
  313        244.24740058160094   -22.976828074297888   706.2109     333.84146    706.2657788205557    334.28212104810706   706.1583153605461    334.1622620970011    1436.6539     1498.3601      79.47566         196.8379          15.78892     15.74326      0.060077496     0.14266662       6.2247987       3         44              306        244.24726652887745   -22.976803812454627   704.5211     334.40518    704.5480293946513    334.9650636651539    704.6786775588989    334.6980847120285    5285.9316     6517.6274      131.3156         281.98798         14.368696    14.141276     0.026978923     0.04698626       7.119835        3         54              0.4528062123048633    
  314        244.24596276470143   -22.975835460576285   723.54626    346.4161     723.4540624959358    346.3970699658974    723.4161973595619    346.2490753531456    1099.252      1035.7533      62.05017         90.48845          16.079557    16.14416      0.06130213      0.09487825       4.944016        3         42              307        244.24595841180926   -22.975917885067      720.2899     345.61838    719.8341991219526    345.3718680713683    719.6437093913555    344.9709975719452    4314.65       4592.908       98.313644        166.5711          14.589136    14.521281     0.024745604     0.039385986      6.22128         3         76              0.2970786947319331    
  315        244.24621461344358   -22.97668835681695    720.3704     335.42566    720.3893103049074    335.6500462949522    720.1838746517897    335.71988970041275   1270.0358     1245.5619      77.11607         84.27818          15.922761    15.943888     0.0659415       0.07348178       5.3037963       3         57              308        244.24630706343984   -22.976690606833294   715.9753     335.68613    716.0147773317183    335.55300855506107   715.81972900033      335.9283834025264    3497.7405     4136.33        82.01527         214.78006         14.817031    14.634962     0.025464606     0.056390844      5.5095687       3         56              0.30652233852722205   
  316        244.27471121657254   -22.976361402252678   380.89658    345.00845    381.1668166997258    345.2329593027083    381.04226787388325   345.09010610729456   693.2399      650.50214      44.596985        48.388863         16.580091    16.64918      0.06986373      0.08078422       3.8616855       0         53              284        244.27468537053127   -22.976370188510106   377.95584    345.24182    377.8915199075622    345.2533706420274    377.8713548183441    345.2417471855879    2244.0044     2255.0583      67.12783         90.020996         15.298941    15.293606     0.032486934     0.04335267       4.59772         3         50              0.09131714039106843   
  317        244.28193724845056   -22.97479033096131    295.11472    366.6876     296.8218419330774    368.54111266475184   296.7286081314087    368.78904938697815   401.41534     422.0179       51.28474         45.344097         17.173315    17.118973     0.13874713      0.116686255      4.2691436       2         134             294        244.28187431315808   -22.974707071809014   292.6511     368.1228     293.14563391080105   368.4612971325214    293.25245094299316   368.6272864341736    1828.9774     2017.9636      98.43962         158.24387         15.52098     15.414217     0.05845093      0.085161515      6.3368335       0         63              0.3651735782186286    
  319        244.22922972595697   -22.97554352462138    922.9834     347.0209     922.9761765084955    347.01103342187247   922.9098593890667    347.25669181346893   120.21303     40.014534      12.92552         39.60812          18.482422    19.676756     0.116768666     1.0749699        0.4297149       0         30              310        244.22895197513017   -22.975558222548525   922.9725     346.99887    922.9759193218453    346.99840012252224   922.8139206618071    346.9932540184818    112.24334     35.688583      14.726818        20.958445         18.5511      19.795177     0.14248796      0.6377634        0.4129261       0         56              0.9221015545985805    
  320        244.271289636316     -22.975799109162885   421.7794     351.6465     421.82551084727675   351.7994582132607    421.83275014162064   351.73054283857346   582.91833     559.2406       46.137405        47.953285         16.768282    16.813303     0.08595582      0.0931214        3.2634351       0         59              304        244.27121872588506   -22.975833145792194   419.36658    351.53394    419.53921069561704   351.4328585036068    419.4894425868988    351.44096475839615   924.47614     937.2013       49.42424         73.45325          16.26176     16.246918     0.05805961      0.08511536       4.1190987       0         84              0.26504984857835423   
  321        244.2441240336373    -22.976465735336127   745.3256     337.9116     745.2638135991788    337.580075229252     745.4561059474945    337.8256690353155    550.6179      525.3243       36.121254        38.32492          16.830175    16.881231     0.07124302      0.0792289        3.4764442       0         61              313        244.2441553069478    -22.97653569450074    741.6425     337.2779     741.702337196985     337.286136811347     741.7228130996227    337.3044199645519    1266.6544     1249.4636      75.684975        67.11694          15.919855    15.934691     0.06489053      0.05833623       4.3662047       0         45              0.27234845834904536   
  323        244.2692942902524    -22.978109320844855   445.0849     321.3749     444.2867960350532    322.12428068311567   444.2335660457611    322.1830145120621    9196.314      8848.715       86.28729         134.78494         13.773266    13.8151       0.010189734     0.016542114      5.3888025       3         57              202        244.26916604024225   -22.978176843495984   443.338      320.81647    445.36280357397123   321.77837654254455   441.03243720531464   322.385729432106     106903.99     47954.73       343.0402         528.3115          11.104015    11.9744215    0.0034848244    0.011964332      23.205294       3         82              0.48966280905326937   
  325        244.29634477158635   -22.977060294834885   122.9887     339.98203    122.99429532234291   339.9641463387301    122.9752722196281    339.9006833508611    115.77785     9.560557       12.894847        16.32772          18.523237    21.231092     0.12095409      1.8546937        0.40292457      0         113             314        244.29607432048144   -22.97708566569275    122.991035   340.01733    122.99498276009628   340.0067842532778    122.95199947059155   340.13765393197536   148.43385     68.77989       14.944623        28.274763         18.247667    19.082846     0.1093407       0.44644433       0.43881094      0         38              0.9010189644806105    
  327        244.29333479068055   -22.977715357909677   158.72128    330.9474     158.65608944455      331.00163031016234   158.6298714876175    330.98941810708493   1649.6522     1584.8649      56.871468        57.56679          15.63882     15.68232      0.037439656     0.039446604      4.27472         0         47              316        244.29335520217225   -22.97773674603069    155.25241    331.08148    155.25837852203495   331.02631019316226   155.23873609304428   331.0348907224834    5485.2036     5370.585       91.82123         81.90197          14.328519    14.351446     0.018179426     0.01656161       5.2615957       0         42              0.1024951100030774    
  328        244.23247490158954   -22.976796172841247   884.058      331.42657    883.9851246938968    331.295173236671     883.9979408420622    331.2139979451895    718.4112      684.2576       49.29699         64.04604          16.541368    16.594252     0.07452074      0.10164885       3.9310164       0         53              317        244.23246742361133   -22.97683287202231    880.82385    331.1834     880.9073946044433    331.27147558103616   880.88898281008      331.23922424018383   1325.079      1294.5266      58.909683        59.822052         15.870896    15.896223     0.04828083      0.050185718      4.4701996       0         57              0.13442175089551345   
  329        244.2410354360551    -22.977245714958833   781.9661     327.23273    781.9371440369205    327.4200269680473    781.9480607584119    327.4114071428776    548.06335     526.7727       41.224937        43.443314         16.835224    16.878242     0.08168815      0.08956318       3.300816        0         59              318        244.24103659618726   -22.977238247695695   778.65063    327.58774    778.5411306935891    327.65047947798365   778.5161389708519    327.6282515525818    753.03534     775.6631       47.562283        52.954582         16.484463    16.452318     0.068592586     0.07414131       3.7648196       0         76              0.02715574975432265   
  330        244.27215498143968   -22.978240711194886   410.9731     320.20932    410.73371699673584   320.94472065944717   410.72497376799583   320.95778155326843   5125.7397     4928.027       69.367935        89.80264          14.407909    14.450618     0.014697113     0.019790003      4.7180243       0         50              315        244.27215904040588   -22.97818101767752    407.68036    321.3305     407.33394425775      321.1274132858026    407.371749997139     321.1191136017442    20776.512     20284.613      108.968285       147.20386         12.882568    12.908584     0.005695834     0.007881017      5.4653645       0         45              0.21531733455677354   
  331        244.24960325758278   -22.97749090012533    679.82996    325.67905    680.6112392803913    326.5514347343455    680.84003251791      326.82747822999954   224.00674     227.2952       36.3688          34.370117         17.806648    17.790825     0.17631844      0.16421793       2.8724313       2         80              329        244.2494881019582    -22.977317695442753   677.9475     328.18115    678.2740206878611    328.3908084818764    678.818462073803     329.5229197740555    1197.9849     1255.8632      59.98021         68.15179          15.980372    15.929145     0.0543734       0.058933843      4.602498        2         97              0.7310739435616709    
  332        244.24289116437956   -22.977508674722525   759.801      324.18082    759.6472722273688    324.1955224550433    759.6037584841251    324.1978704035282    500.57153     513.99976      45.217484        49.74955          16.933636    16.904894     0.09810024      0.10511291       3.528907        0         53              319        244.2429073424765    -22.977558812974546   756.2967     323.799      755.8287187354147    323.7631879241633    755.1312258243561    323.09711414575577   1034.5862     1019.53375     77.7967          86.81675          16.139584    16.155497     0.08166281      0.09247658       5.0441766       0         87              0.18829377571341263   
  333        244.27726133038146   -22.978311999565495   350.11658    320.23972    349.9455097780097    320.3466290708847    349.9388629756868    320.33584827184677   900.7021      893.5014       48.922497        60.675488         16.295847    16.304562     0.05898713      0.0737476        4.059385        0         52              320        244.27726982253645   -22.978339218754776   346.76102    320.25165    346.5996817174978    320.3823449286209    346.61779165267944   320.34925496578217   2313.4146     2289.9487      64.22514         81.547            15.265866    15.276936     0.030149592     0.03867337       4.506803        0         44              0.10195124134922688   
  334        244.2482498532422    -22.978051002169213   695.84094    318.17487    695.794445956788     318.1481560006709    695.7862335443497    318.2823958992958    629.9281      581.7493       46.30322         46.713512         16.684072    16.77046      0.07982704      0.08720401       3.7623668       0         72              305        244.24822191190546   -22.977992147220437   692.89185    319.2111     693.0336212463774    319.3499898835203    693.4332119822502    320.0580166578293    2394.1648     2484.2004      96.84455         99.73057          15.228615    15.188534     0.043928966     0.04359849       5.1786346       3         86              0.2312322832949723    
  335        244.23458016779972   -22.97814662798428    858.69507    314.34915    858.6669748499141    314.30597944277537   858.6386699080467    314.31035953760147   2313.97       2240.2595      57.242676        57.07233          15.271406    15.306555     0.02686532      0.027666684      3.9082947       0         44              321        244.23454513533238   -22.978164149053384   855.7924     314.35715    855.7838174610764    314.39000872796134   855.7809543609619    314.3958151638508    9294.091      9267.277       88.25919         91.0848           13.755983    13.75912      0.010312949     0.010673911      5.146444        0         32              0.13213663575681114   
